,party,percentage,seats,date,sample,fieldstart,fieldend,company,publicationdate,reported
17503,50PLUS,0.03513247,5,29-3-2015,2206,27-3-2015,30-3-2015,De Stemming,30-3-2015,seats
17504,Piratenpartij,0.003215859,0,29-3-2015,2206,27-3-2015,30-3-2015,De Stemming,30-3-2015,seats
17505,Overigen,0.003215859,0,29-3-2015,2206,27-3-2015,30-3-2015,De Stemming,30-3-2015,seats
17506,VNL,0.003215859,0,29-3-2015,2206,27-3-2015,30-3-2015,De Stemming,30-3-2015,seats
17507,VVD,0.169182238,26,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17508,PvdA,0.092582371,14,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17509,PVV,0.137265626,21,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17510,SP,0.143648949,22,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17511,CDA,0.143648949,22,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17512,D66,0.11811566,18,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17513,CU,0.041515792,6,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17514,GL,0.060665759,9,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17515,SGP,0.022365826,3,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17516,PvdD,0.03513247,5,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17517,50PLUS,0.028749148,4,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17518,Piratenpartij,0.003215859,0,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17519,VNL,0.003215859,0,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17520,Overigen,0.003215859,0,4-4-2015,3000,3-4-2015,4-4-2015,Peil,5-4-2015,seats
17521,VVD,0.198,31,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17522,PvdA,0.09,14,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17523,PVV,0.145,22,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17524,SP,0.133,20,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17525,CDA,0.119,18,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17526,D66,0.158,24,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17527,CU,0.04,6,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17528,GL,0.035,5,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17529,SGP,0.028,4,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17530,PvdD,0.023,3,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17531,50PLUS,0.024,3,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17532,VNL,0.003215859,0,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,seats
17533,Overigen,0.007,0,8-4-2015,1054,7-4-2015,9-4-2015,Ipsos,9-4-2015,percentage
17534,VVD,0.162798915,25,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17535,PvdA,0.086199048,13,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17536,PVV,0.137265626,21,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17537,SP,0.150032271,23,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17538,CDA,0.143648949,22,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17539,D66,0.11811566,18,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17540,CU,0.041515792,6,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17541,GL,0.067049081,10,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17542,SGP,0.022365826,3,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17543,PvdD,0.03513247,5,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17544,50PLUS,0.028749148,4,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17545,Piratenpartij,0.003215859,0,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17546,VNL,0.003215859,0,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17547,Overigen,0.003215859,0,11-4-2015,3000,10-4-2015,11-4-2015,Peil,12-4-2015,seats
17548,VVD,0.17556556,27,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17549,PvdA,0.092582371,14,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17550,PVV,0.130882304,20,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17551,SP,0.143648949,22,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17552,CDA,0.143648949,22,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17553,D66,0.111732337,17,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17554,CU,0.041515792,6,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17555,GL,0.067049081,10,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17556,SGP,0.022365826,3,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17557,PvdD,0.03513247,5,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17558,50PLUS,0.028749148,4,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17559,Piratenpartij,0.003215859,0,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17560,VNL,0.003215859,0,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17561,Overigen,0.003215859,0,18-4-2015,3000,17-4-2015,18-4-2015,Peil,19-4-2015,seats
17562,VVD,0.198,30,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17563,PvdA,0.084,13,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17564,PVV,0.131,20,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17565,SP,0.138,21,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17566,CDA,0.123,19,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17567,D66,0.145,22,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17568,CU,0.041,6,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17569,GL,0.046,7,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17570,SGP,0.029,4,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17571,PvdD,0.035,5,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17572,50PLUS,0.025,3,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17573,VNL,0.003215859,0,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,seats
17574,Overigen,0.005,0,22-4-2015,1202,21-4-2015,23-4-2015,Ipsos,23-4-2015,percentage
17575,VVD,0.169182238,26,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17576,PvdA,0.079815726,12,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17577,PVV,0.130882304,20,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17578,SP,0.150032271,23,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17579,CDA,0.150032271,23,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17580,D66,0.111732337,17,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17581,CU,0.041515792,6,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17582,GL,0.067049081,10,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17583,SGP,0.022365826,3,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17584,PvdD,0.03513247,5,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17585,50PLUS,0.028749148,4,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17586,Piratenpartij,0.003215859,0,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17587,VNL,0.009599181,1,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17588,Overigen,0.003215859,0,25-4-2015,3000,24-4-2015,25-4-2015,Peil,26-4-2015,seats
17589,VVD,0.162798915,25,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17590,PvdA,0.079815726,12,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17591,PVV,0.162798915,25,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17592,SP,0.143648949,22,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17593,CDA,0.124498982,19,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17594,D66,0.130882304,20,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17595,CU,0.054282437,8,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17596,GL,0.028749148,4,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17597,SGP,0.022365826,3,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17598,PvdD,0.03513247,5,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17599,50PLUS,0.03513247,5,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17600,Piratenpartij,0.009599181,1,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17601,VNL,0.009599181,1,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17602,Overigen,0.003215859,0,26-4-2015,2714,24-4-2015,28-4-2015,De Stemming,28-4-2015,seats
17603,VVD,0.169182238,26,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17604,PvdA,0.079815726,12,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17605,PVV,0.130882304,20,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17606,SP,0.150032271,23,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17607,CDA,0.150032271,23,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17608,D66,0.111732337,17,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17609,CU,0.041515792,6,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17610,GL,0.067049081,10,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17611,SGP,0.022365826,3,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17612,PvdD,0.03513247,5,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17613,50PLUS,0.028749148,4,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17614,Piratenpartij,0.003215859,0,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17615,VNL,0.009599181,1,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17616,Overigen,0.003215859,0,2-5-2015,3000,1-5-2015,2-5-2015,Peil,3-5-2015,seats
17617,VVD,0.183,28,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17618,PvdA,0.084,13,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17619,PVV,0.154,23,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17620,SP,0.135,21,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17621,CDA,0.13,20,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17622,D66,0.149,23,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17623,CU,0.036,5,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17624,GL,0.035,5,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17625,SGP,0.029,4,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17626,PvdD,0.037,5,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17627,50PLUS,0.02,3,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17628,VNL,0.003215859,0,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,seats
17629,Overigen,0.008,0,6-5-2015,1060,5-5-2015,7-5-2015,Ipsos,7-5-2015,percentage
17630,VVD,0.169182238,26,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17631,PvdA,0.079815726,12,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17632,PVV,0.130882304,20,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17633,SP,0.150032271,23,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17634,CDA,0.150032271,23,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17635,D66,0.111732337,17,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17636,CU,0.041515792,6,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17637,GL,0.067049081,10,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17638,SGP,0.022365826,3,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17639,PvdD,0.03513247,5,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17640,50PLUS,0.028749148,4,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17641,Piratenpartij,0.003215859,0,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17642,VNL,0.009599181,1,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17643,Overigen,0.003215859,0,9-5-2015,3000,8-5-2015,9-5-2015,Peil,10-5-2015,seats
17644,VVD,0.169182238,26,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17645,PvdA,0.073432404,11,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17646,PVV,0.137265626,21,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17647,SP,0.143648949,22,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17648,CDA,0.143648949,22,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17649,D66,0.111732337,17,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17650,CU,0.041515792,6,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17651,GL,0.086199048,13,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17652,SGP,0.022365826,3,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17653,PvdD,0.028749148,4,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17654,50PLUS,0.028749148,4,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17655,Piratenpartij,0.003215859,0,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17656,VNL,0.009599181,1,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17657,Overigen,0.003215859,0,16-5-2015,3000,15-5-2015,16-5-2015,Peil,17-5-2015,seats
17658,VVD,0.186,29,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17659,PvdA,0.095,14,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17660,PVV,0.139,21,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17661,SP,0.126,19,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17662,CDA,0.13,20,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17663,D66,0.153,24,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17664,CU,0.036,5,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17665,GL,0.052,8,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17666,SGP,0.025,3,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17667,PvdD,0.038,5,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17668,50PLUS,0.017,2,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17669,VNL,0.003215859,0,20-5-2015,1261,19-5-2015,21-5-2015,Ipsos,22-5-2015,seats
17670,Overigen,0.003,0,20-5-2015,1260,19-5-2015,21-5-2015,Ipsos,21-5-2015,percentage
17671,VVD,0.169182238,26,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17672,PvdA,0.073432404,11,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17673,PVV,0.137265626,21,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17674,SP,0.143648949,22,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17675,CDA,0.143648949,22,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17676,D66,0.111732337,17,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17677,CU,0.041515792,6,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17678,GL,0.086199048,13,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17679,SGP,0.022365826,3,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17680,PvdD,0.028749148,4,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17681,50PLUS,0.028749148,4,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17682,Piratenpartij,0.003215859,0,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17683,VNL,0.009599181,1,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17684,Overigen,0.003215859,0,23-5-2015,3000,22-5-2015,23-5-2015,Peil,24-5-2015,seats
17685,VVD,0.162798915,25,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17686,PvdA,0.073432404,11,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17687,PVV,0.150032271,23,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17688,SP,0.137265626,21,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17689,CDA,0.124498982,19,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17690,D66,0.130882304,20,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17691,CU,0.054282437,8,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17692,GL,0.060665759,9,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17693,SGP,0.028749148,4,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17694,PvdD,0.03513247,5,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17695,50PLUS,0.03513247,5,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17696,Piratenpartij,0.003215859,0,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17697,VNL,0.003215859,0,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17698,Overigen,0.003215859,0,24-5-2015,2230,22-5-2015,26-5-2015,De Stemming,26-5-2015,seats
17699,VVD,0.162798915,25,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17700,PvdA,0.060665759,9,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17701,PVV,0.137265626,21,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17702,SP,0.150032271,23,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17703,CDA,0.143648949,22,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17704,D66,0.11811566,18,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17705,CU,0.041515792,6,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17706,GL,0.092582371,14,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17707,SGP,0.022365826,3,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17708,PvdD,0.028749148,4,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17709,50PLUS,0.028749148,4,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17710,Piratenpartij,0.003215859,0,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17711,VNL,0.009599181,1,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17712,Overigen,0.003215859,0,30-5-2015,3000,29-5-2015,30-5-2015,Peil,31-5-2015,seats
17713,VVD,0.19,29,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17714,PvdA,0.09,14,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17715,PVV,0.13,20,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17716,SP,0.126,19,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17717,CDA,0.134,21,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17718,D66,0.144,22,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17719,CU,0.044,6,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17720,GL,0.049,7,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17721,SGP,0.03,4,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17722,PvdD,0.033,5,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17723,50PLUS,0.023,3,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17724,VNL,0.003215859,0,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,seats
17725,Overigen,0.007,0,3-6-2015,1101,2-6-2015,4-6-2015,Ipsos,4-6-2015,percentage
17726,VVD,0.162798915,25,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17727,PvdA,0.060665759,9,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17728,PVV,0.137265626,21,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17729,SP,0.150032271,23,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17730,CDA,0.143648949,22,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17731,D66,0.11811566,18,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17732,CU,0.041515792,6,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17733,GL,0.092582371,14,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17734,SGP,0.022365826,3,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17735,PvdD,0.028749148,4,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17736,50PLUS,0.028749148,4,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17737,Piratenpartij,0.003215859,0,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17738,VNL,0.009599181,1,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17739,Overigen,0.003215859,0,6-6-2015,3000,5-6-2015,6-6-2015,Peil,7-6-2015,seats
17740,VVD,0.162798915,25,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17741,PvdA,0.067049081,10,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17742,PVV,0.137265626,21,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17743,SP,0.150032271,23,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17744,CDA,0.143648949,22,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17745,D66,0.111732337,17,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17746,CU,0.041515792,6,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17747,GL,0.092582371,14,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17748,SGP,0.022365826,3,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17749,PvdD,0.028749148,4,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17750,50PLUS,0.028749148,4,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17751,Piratenpartij,0.003215859,0,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17752,VNL,0.009599181,1,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17753,Overigen,0.003215859,0,13-6-2015,3000,12-6-2015,13-6-2015,Peil,14-6-2015,seats
17754,VVD,0.175,27,17-6-2015,990,16-6-2015,18-6-2015,Ipsos,18-6-2015,percentage
17755,PvdA,0.086,13,17-6-2015,990,16-6-2015,18-6-2015,Ipsos,18-6-2015,percentage
17756,PVV,0.138,21,17-6-2015,990,16-6-2015,18-6-2015,Ipsos,18-6-2015,percentage
17757,SP,0.129,20,17-6-2015,990,16-6-2015,18-6-2015,Ipsos,18-6-2015,percentage
17758,CDA,0.142,22,17-6-2015,990,16-6-2015,18-6-2015,Ipsos,18-6-2015,percentage
17759,D66,0.126,20,17-6-2015,990,16-6-2015,18-6-2015,Ipsos,18-6-2015,percentage
17760,CU,0.046,7,17-6-2015,990,16-6-2015,18-6-2015,Ipsos,18-6-2015,percentage
17761,GL,0.05,7,17-6-2015,990,16-6-2015,18-6-2015,Ipsos,18-6-2015,percentage
