,party,percentage,seats,date,sample,fieldstart,fieldend,company,publicationdate,reported
2340,GL,0.063,NA,5-12-2001,1000,5-12-2001,5-12-2001,Ipsos,5-12-2001,percentage
2341,D66,0.046,NA,5-12-2001,1000,5-12-2001,5-12-2001,Ipsos,5-12-2001,percentage
2342,CU,0.036,NA,5-12-2001,1000,5-12-2001,5-12-2001,Ipsos,5-12-2001,percentage
2343,SGP,0.022,NA,5-12-2001,1000,5-12-2001,5-12-2001,Ipsos,5-12-2001,percentage
2344,LN,0.067,NA,5-12-2001,1000,5-12-2001,5-12-2001,Ipsos,5-12-2001,percentage
2345,CDA,0.182,NA,12-12-2001,1000,12-12-2001,12-12-2001,Ipsos,12-12-2001,percentage
2346,PvdA,0.275,NA,12-12-2001,1000,12-12-2001,12-12-2001,Ipsos,12-12-2001,percentage
2347,VVD,0.232,NA,12-12-2001,1000,12-12-2001,12-12-2001,Ipsos,12-12-2001,percentage
2348,SP,0.041,NA,12-12-2001,1000,12-12-2001,12-12-2001,Ipsos,12-12-2001,percentage
2349,GL,0.063,NA,12-12-2001,1000,12-12-2001,12-12-2001,Ipsos,12-12-2001,percentage
2350,D66,0.045,NA,12-12-2001,1000,12-12-2001,12-12-2001,Ipsos,12-12-2001,percentage
2351,CU,0.045,NA,12-12-2001,1000,12-12-2001,12-12-2001,Ipsos,12-12-2001,percentage
2352,SGP,0.02,NA,12-12-2001,1000,12-12-2001,12-12-2001,Ipsos,12-12-2001,percentage
2353,LN,0.084,NA,12-12-2001,1000,12-12-2001,12-12-2001,Ipsos,12-12-2001,percentage
2354,PvdA,0.245782105,38,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2355,VVD,0.252165427,39,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2356,CDA,0.169182238,26,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2357,D66,0.067049081,10,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2358,GL,0.073432404,11,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2359,SP,0.041515792,6,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2360,SGP,0.015982503,2,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2361,CU,0.041515792,6,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2362,Ouderenpartij,0.009599181,1,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2363,CD,0.003215859,0,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2364,LN,0.073432404,11,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2365,Overigen,0.003215859,0,15-12-2001,1000,15-12-2001,15-12-2001,TNS NIPO,15-12-2001,seats
2366,CDA,0.168,NA,19-12-2001,1000,19-12-2001,19-12-2001,Ipsos,19-12-2001,percentage
2367,PvdA,0.283,NA,19-12-2001,1000,19-12-2001,19-12-2001,Ipsos,19-12-2001,percentage
2368,VVD,0.218,NA,19-12-2001,1000,19-12-2001,19-12-2001,Ipsos,19-12-2001,percentage
2369,SP,0.048,NA,19-12-2001,1000,19-12-2001,19-12-2001,Ipsos,19-12-2001,percentage
2370,GL,0.069,NA,19-12-2001,1000,19-12-2001,19-12-2001,Ipsos,19-12-2001,percentage
2371,D66,0.05,NA,19-12-2001,1000,19-12-2001,19-12-2001,Ipsos,19-12-2001,percentage
2372,CU,0.046,NA,19-12-2001,1000,19-12-2001,19-12-2001,Ipsos,19-12-2001,percentage
2373,SGP,0.02,NA,19-12-2001,1000,19-12-2001,19-12-2001,Ipsos,19-12-2001,percentage
2374,LN,0.078,NA,19-12-2001,1000,19-12-2001,19-12-2001,Ipsos,19-12-2001,percentage
2375,CDA,0.171,NA,2-1-2002,1000,2-1-2002,2-1-2002,Ipsos,2-1-2002,percentage
2376,PvdA,0.261,NA,2-1-2002,1000,2-1-2002,2-1-2002,Ipsos,2-1-2002,percentage
2377,VVD,0.219,NA,2-1-2002,1000,2-1-2002,2-1-2002,Ipsos,2-1-2002,percentage
2378,SP,0.042,NA,2-1-2002,1000,2-1-2002,2-1-2002,Ipsos,2-1-2002,percentage
2379,GL,0.07,NA,2-1-2002,1000,2-1-2002,2-1-2002,Ipsos,2-1-2002,percentage
2380,D66,0.055,NA,2-1-2002,1000,2-1-2002,2-1-2002,Ipsos,2-1-2002,percentage
2381,CU,0.041,NA,2-1-2002,1000,2-1-2002,2-1-2002,Ipsos,2-1-2002,percentage
2382,SGP,0.022,NA,2-1-2002,1000,2-1-2002,2-1-2002,Ipsos,2-1-2002,percentage
2383,LN,0.1,NA,2-1-2002,1000,2-1-2002,2-1-2002,Ipsos,2-1-2002,percentage
2384,CDA,0.188,NA,9-1-2002,1000,9-1-2002,9-1-2002,Ipsos,9-1-2002,percentage
2385,PvdA,0.248,NA,9-1-2002,1000,9-1-2002,9-1-2002,Ipsos,9-1-2002,percentage
2386,VVD,0.211,NA,9-1-2002,1000,9-1-2002,9-1-2002,Ipsos,9-1-2002,percentage
2387,SP,0.042,NA,9-1-2002,1000,9-1-2002,9-1-2002,Ipsos,9-1-2002,percentage
2388,GL,0.069,NA,9-1-2002,1000,9-1-2002,9-1-2002,Ipsos,9-1-2002,percentage
2389,D66,0.052,NA,9-1-2002,1000,9-1-2002,9-1-2002,Ipsos,9-1-2002,percentage
2390,CU,0.041,NA,9-1-2002,1000,9-1-2002,9-1-2002,Ipsos,9-1-2002,percentage
2391,SGP,0.022,NA,9-1-2002,1000,9-1-2002,9-1-2002,Ipsos,9-1-2002,percentage
2392,LN,0.101,NA,9-1-2002,1000,9-1-2002,9-1-2002,Ipsos,9-1-2002,percentage
2393,PvdA,0.239398783,37,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2394,VVD,0.239398783,37,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2395,CDA,0.169182238,26,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2396,D66,0.054282437,8,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2397,GL,0.073432404,11,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2398,SP,0.041515792,6,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2399,SGP,0.022365826,3,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2400,CU,0.041515792,6,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2401,Ouderenpartij,0.009599181,1,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2402,CD,0.003215859,0,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2403,LN,0.098965693,15,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2404,Overigen,0.003215859,0,15-1-2002,1000,15-1-2002,15-1-2002,TNS NIPO,15-1-2002,seats
2405,CDA,0.191,NA,16-1-2002,1000,16-1-2002,16-1-2002,Ipsos,16-1-2002,percentage
2406,PvdA,0.255,NA,16-1-2002,1000,16-1-2002,16-1-2002,Ipsos,16-1-2002,percentage
2407,VVD,0.205,NA,16-1-2002,1000,16-1-2002,16-1-2002,Ipsos,16-1-2002,percentage
2408,SP,0.044,NA,16-1-2002,1000,16-1-2002,16-1-2002,Ipsos,16-1-2002,percentage
2409,GL,0.074,NA,16-1-2002,1000,16-1-2002,16-1-2002,Ipsos,16-1-2002,percentage
2410,D66,0.047,NA,16-1-2002,1000,16-1-2002,16-1-2002,Ipsos,16-1-2002,percentage
2411,CU,0.043,NA,16-1-2002,1000,16-1-2002,16-1-2002,Ipsos,16-1-2002,percentage
2412,SGP,0.022,NA,16-1-2002,1000,16-1-2002,16-1-2002,Ipsos,16-1-2002,percentage
2413,LN,0.103,NA,16-1-2002,1000,16-1-2002,16-1-2002,Ipsos,16-1-2002,percentage
2414,CDA,0.179,NA,23-1-2002,1000,23-1-2002,23-1-2002,Ipsos,23-1-2002,percentage
2415,PvdA,0.261,NA,23-1-2002,1000,23-1-2002,23-1-2002,Ipsos,23-1-2002,percentage
2416,VVD,0.185,NA,23-1-2002,1000,23-1-2002,23-1-2002,Ipsos,23-1-2002,percentage
2417,SP,0.051,NA,23-1-2002,1000,23-1-2002,23-1-2002,Ipsos,23-1-2002,percentage
2418,GL,0.082,NA,23-1-2002,1000,23-1-2002,23-1-2002,Ipsos,23-1-2002,percentage
2419,D66,0.04,NA,23-1-2002,1000,23-1-2002,23-1-2002,Ipsos,23-1-2002,percentage
2420,CU,0.041,NA,23-1-2002,1000,23-1-2002,23-1-2002,Ipsos,23-1-2002,percentage
2421,SGP,0.023,NA,23-1-2002,1000,23-1-2002,23-1-2002,Ipsos,23-1-2002,percentage
2422,LN,0.128,NA,23-1-2002,1000,23-1-2002,23-1-2002,Ipsos,23-1-2002,percentage
2423,CDA,0.183,NA,30-1-2002,1000,30-1-2002,30-1-2002,Ipsos,30-1-2002,percentage
2424,PvdA,0.255,NA,30-1-2002,1000,30-1-2002,30-1-2002,Ipsos,30-1-2002,percentage
2425,VVD,0.18,NA,30-1-2002,1000,30-1-2002,30-1-2002,Ipsos,30-1-2002,percentage
2426,SP,0.049,NA,30-1-2002,1000,30-1-2002,30-1-2002,Ipsos,30-1-2002,percentage
2427,GL,0.077,NA,30-1-2002,1000,30-1-2002,30-1-2002,Ipsos,30-1-2002,percentage
2428,D66,0.043,NA,30-1-2002,1000,30-1-2002,30-1-2002,Ipsos,30-1-2002,percentage
2429,CU,0.041,NA,30-1-2002,1000,30-1-2002,30-1-2002,Ipsos,30-1-2002,percentage
2430,SGP,0.018,NA,30-1-2002,1000,30-1-2002,30-1-2002,Ipsos,30-1-2002,percentage
2431,LN,0.139,NA,30-1-2002,1000,30-1-2002,30-1-2002,Ipsos,30-1-2002,percentage
2432,CDA,0.19,NA,6-2-2002,1000,6-2-2002,6-2-2002,Ipsos,6-2-2002,percentage
2433,PvdA,0.252,NA,6-2-2002,1000,6-2-2002,6-2-2002,Ipsos,6-2-2002,percentage
2434,VVD,0.182,NA,6-2-2002,1000,6-2-2002,6-2-2002,Ipsos,6-2-2002,percentage
2435,SP,0.041,NA,6-2-2002,1000,6-2-2002,6-2-2002,Ipsos,6-2-2002,percentage
2436,GL,0.065,NA,6-2-2002,1000,6-2-2002,6-2-2002,Ipsos,6-2-2002,percentage
2437,D66,0.045,NA,6-2-2002,1000,6-2-2002,6-2-2002,Ipsos,6-2-2002,percentage
2438,CU,0.044,NA,6-2-2002,1000,6-2-2002,6-2-2002,Ipsos,6-2-2002,percentage
2439,SGP,0.02,NA,6-2-2002,1000,6-2-2002,6-2-2002,Ipsos,6-2-2002,percentage
2440,LN,0.143,NA,6-2-2002,1000,6-2-2002,6-2-2002,Ipsos,6-2-2002,percentage
2441,PvdA,0.220248816,34,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2442,VVD,0.220248816,34,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2443,CDA,0.162798915,25,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2444,D66,0.047899115,7,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2445,GL,0.060665759,9,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2446,SP,0.041515792,6,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2447,SGP,0.022365826,3,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2448,CU,0.041515792,6,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2449,Ouderenpartij,0.009599181,1,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2450,CD,0.003215859,0,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2451,LN,0.060665759,9,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2452,LPF,0.105349015,16,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2453,Overigen,0.003215859,0,10-2-2002,1000,10-2-2002,10-2-2002,TNS NIPO,10-2-2002,seats
2454,CDA,0.181,NA,13-2-2002,1000,13-2-2002,13-2-2002,Ipsos,13-2-2002,percentage
2455,PvdA,0.25,NA,13-2-2002,1000,13-2-2002,13-2-2002,Ipsos,13-2-2002,percentage
2456,VVD,0.185,NA,13-2-2002,1000,13-2-2002,13-2-2002,Ipsos,13-2-2002,percentage
2457,SP,0.036,NA,13-2-2002,1000,13-2-2002,13-2-2002,Ipsos,13-2-2002,percentage
2458,LPF,0.03,NA,13-2-2002,1000,13-2-2002,13-2-2002,Ipsos,13-2-2002,percentage
2459,GL,0.07,NA,13-2-2002,1000,13-2-2002,13-2-2002,Ipsos,13-2-2002,percentage
2460,D66,0.056,NA,13-2-2002,1000,13-2-2002,13-2-2002,Ipsos,13-2-2002,percentage
2461,CU,0.046,NA,13-2-2002,1000,13-2-2002,13-2-2002,Ipsos,13-2-2002,percentage
2462,SGP,0.022,NA,13-2-2002,1000,13-2-2002,13-2-2002,Ipsos,13-2-2002,percentage
2463,LN,0.103,NA,13-2-2002,1000,13-2-2002,13-2-2002,Ipsos,13-2-2002,percentage
2464,PvdA,0.220248816,34,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2465,VVD,0.213865493,33,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2466,CDA,0.162798915,25,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2467,D66,0.041515792,6,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2468,GL,0.067049081,10,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2469,SP,0.047899115,7,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2470,SGP,0.022365826,3,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2471,CU,0.041515792,6,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2472,Ouderenpartij,0.003215859,0,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2473,CD,0.003215859,0,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2474,LN,0.041515792,6,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2475,LPF,0.130882304,20,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2476,Overigen,0.003215859,0,20-2-2002,1000,20-2-2002,20-2-2002,TNS NIPO,20-2-2002,seats
2477,CDA,0.182,NA,20-2-2002,1000,20-2-2002,20-2-2002,Ipsos,20-2-2002,percentage
2478,PvdA,0.229,NA,20-2-2002,1000,20-2-2002,20-2-2002,Ipsos,20-2-2002,percentage
2479,VVD,0.19,NA,20-2-2002,1000,20-2-2002,20-2-2002,Ipsos,20-2-2002,percentage
2480,SP,0.043,NA,20-2-2002,1000,20-2-2002,20-2-2002,Ipsos,20-2-2002,percentage
2481,LPF,0.048,NA,20-2-2002,1000,20-2-2002,20-2-2002,Ipsos,20-2-2002,percentage
2482,GL,0.082,NA,20-2-2002,1000,20-2-2002,20-2-2002,Ipsos,20-2-2002,percentage
2483,D66,0.066,NA,20-2-2002,1000,20-2-2002,20-2-2002,Ipsos,20-2-2002,percentage
2484,CU,0.038,NA,20-2-2002,1000,20-2-2002,20-2-2002,Ipsos,20-2-2002,percentage
2485,SGP,0.023,NA,20-2-2002,1000,20-2-2002,20-2-2002,Ipsos,20-2-2002,percentage
2486,LN,0.082,NA,20-2-2002,1000,20-2-2002,20-2-2002,Ipsos,20-2-2002,percentage
2487,CDA,0.203,NA,27-2-2002,1000,27-2-2002,27-2-2002,Ipsos,27-2-2002,percentage
2488,PvdA,0.216,NA,27-2-2002,1000,27-2-2002,27-2-2002,Ipsos,27-2-2002,percentage
2489,VVD,0.178,NA,27-2-2002,1000,27-2-2002,27-2-2002,Ipsos,27-2-2002,percentage
2490,SP,0.048,NA,27-2-2002,1000,27-2-2002,27-2-2002,Ipsos,27-2-2002,percentage
2491,LPF,0.088,NA,27-2-2002,1000,27-2-2002,27-2-2002,Ipsos,27-2-2002,percentage
2492,GL,0.076,NA,27-2-2002,1000,27-2-2002,27-2-2002,Ipsos,27-2-2002,percentage
2493,D66,0.054,NA,27-2-2002,1000,27-2-2002,27-2-2002,Ipsos,27-2-2002,percentage
2494,CU,0.044,NA,27-2-2002,1000,27-2-2002,27-2-2002,Ipsos,27-2-2002,percentage
2495,SGP,0.023,NA,27-2-2002,1000,27-2-2002,27-2-2002,Ipsos,27-2-2002,percentage
2496,LN,0.054,NA,27-2-2002,1000,27-2-2002,27-2-2002,Ipsos,27-2-2002,percentage
2497,CDA,0.201,NA,6-3-2002,1000,6-3-2002,6-3-2002,Ipsos,6-3-2002,percentage
2498,PvdA,0.226,NA,6-3-2002,1000,6-3-2002,6-3-2002,Ipsos,6-3-2002,percentage
2499,VVD,0.181,NA,6-3-2002,1000,6-3-2002,6-3-2002,Ipsos,6-3-2002,percentage
2500,SP,0.04,NA,6-3-2002,1000,6-3-2002,6-3-2002,Ipsos,6-3-2002,percentage
2501,LPF,0.118,NA,6-3-2002,1000,6-3-2002,6-3-2002,Ipsos,6-3-2002,percentage
2502,GL,0.071,NA,6-3-2002,1000,6-3-2002,6-3-2002,Ipsos,6-3-2002,percentage
2503,D66,0.053,NA,6-3-2002,1000,6-3-2002,6-3-2002,Ipsos,6-3-2002,percentage
2504,CU,0.047,NA,6-3-2002,1000,6-3-2002,6-3-2002,Ipsos,6-3-2002,percentage
2505,SGP,0.016,NA,6-3-2002,1000,6-3-2002,6-3-2002,Ipsos,6-3-2002,percentage
2506,LN,0.038,NA,6-3-2002,1000,6-3-2002,6-3-2002,Ipsos,6-3-2002,percentage
2507,PvdA,0.201098849,31,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2508,VVD,0.162798915,25,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2509,CDA,0.188332204,29,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2510,D66,0.047899115,7,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2511,GL,0.060665759,9,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2512,SP,0.041515792,6,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2513,SGP,0.015982503,2,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2514,CU,0.041515792,6,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2515,Ouderenpartij,0.009599181,1,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2516,CD,0.003215859,0,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2517,LN,0.047899115,7,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2518,LPF,0.17556556,27,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2519,Overigen,0.003215859,0,7-3-2002,1000,7-3-2002,7-3-2002,TNS NIPO,7-3-2002,seats
2520,CDA,0.201,NA,13-3-2002,1000,13-3-2002,13-3-2002,Ipsos,13-3-2002,percentage
2521,PvdA,0.209,NA,13-3-2002,1000,13-3-2002,13-3-2002,Ipsos,13-3-2002,percentage
2522,VVD,0.161,NA,13-3-2002,1000,13-3-2002,13-3-2002,Ipsos,13-3-2002,percentage
2523,SP,0.037,NA,13-3-2002,1000,13-3-2002,13-3-2002,Ipsos,13-3-2002,percentage
2524,LPF,0.156,NA,13-3-2002,1000,13-3-2002,13-3-2002,Ipsos,13-3-2002,percentage
2525,GL,0.079,NA,13-3-2002,1000,13-3-2002,13-3-2002,Ipsos,13-3-2002,percentage
2526,D66,0.048,NA,13-3-2002,1000,13-3-2002,13-3-2002,Ipsos,13-3-2002,percentage
2527,CU,0.045,NA,13-3-2002,1000,13-3-2002,13-3-2002,Ipsos,13-3-2002,percentage
2528,SGP,0.015,NA,13-3-2002,1000,13-3-2002,13-3-2002,Ipsos,13-3-2002,percentage
2529,LN,0.044,NA,13-3-2002,1000,13-3-2002,13-3-2002,Ipsos,13-3-2002,percentage
2530,PvdA,0.194715527,30,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2531,VVD,0.162798915,25,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2532,CDA,0.188332204,29,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2533,D66,0.041515792,6,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2534,GL,0.067049081,10,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2535,SP,0.047899115,7,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2536,SGP,0.015982503,2,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2537,CU,0.041515792,6,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2538,Ouderenpartij,0.009599181,1,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2539,CD,0.003215859,0,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2540,LN,0.03513247,5,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2541,LPF,0.188332204,29,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2542,Overigen,0.003215859,0,14-3-2002,1000,14-3-2002,14-3-2002,TNS NIPO,14-3-2002,seats
2543,CDA,0.202,NA,20-3-2002,1000,20-3-2002,20-3-2002,Ipsos,20-3-2002,percentage
2544,PvdA,0.212,NA,20-3-2002,1000,20-3-2002,20-3-2002,Ipsos,20-3-2002,percentage
2545,VVD,0.162,NA,20-3-2002,1000,20-3-2002,20-3-2002,Ipsos,20-3-2002,percentage
2546,SP,0.039,NA,20-3-2002,1000,20-3-2002,20-3-2002,Ipsos,20-3-2002,percentage
2547,LPF,0.151,NA,20-3-2002,1000,20-3-2002,20-3-2002,Ipsos,20-3-2002,percentage
2548,GL,0.081,NA,20-3-2002,1000,20-3-2002,20-3-2002,Ipsos,20-3-2002,percentage
2549,D66,0.049,NA,20-3-2002,1000,20-3-2002,20-3-2002,Ipsos,20-3-2002,percentage
2550,CU,0.041,NA,20-3-2002,1000,20-3-2002,20-3-2002,Ipsos,20-3-2002,percentage
2551,SGP,0.017,NA,20-3-2002,1000,20-3-2002,20-3-2002,Ipsos,20-3-2002,percentage
2552,LN,0.041,NA,20-3-2002,1000,20-3-2002,20-3-2002,Ipsos,20-3-2002,percentage
2553,PvdA,0.194715527,30,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2554,VVD,0.156415593,24,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2555,CDA,0.194715527,30,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2556,D66,0.041515792,6,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2557,GL,0.092582371,14,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2558,SP,0.047899115,7,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2559,SGP,0.015982503,2,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2560,CU,0.041515792,6,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2561,Ouderenpartij,0.009599181,1,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2562,CD,0.003215859,0,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2563,LN,0.028749148,4,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2564,LPF,0.169182238,26,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2565,Overigen,0.003215859,0,21-3-2002,1000,21-3-2002,21-3-2002,TNS NIPO,21-3-2002,seats
2566,CDA,0.211,NA,27-3-2002,1000,27-3-2002,27-3-2002,Ipsos,27-3-2002,percentage
2567,PvdA,0.241,NA,27-3-2002,1000,27-3-2002,27-3-2002,Ipsos,27-3-2002,percentage
2568,VVD,0.168,NA,27-3-2002,1000,27-3-2002,27-3-2002,Ipsos,27-3-2002,percentage
2569,SP,0.043,NA,27-3-2002,1000,27-3-2002,27-3-2002,Ipsos,27-3-2002,percentage
2570,LPF,0.122,NA,27-3-2002,1000,27-3-2002,27-3-2002,Ipsos,27-3-2002,percentage
2571,GL,0.078,NA,27-3-2002,1000,27-3-2002,27-3-2002,Ipsos,27-3-2002,percentage
2572,D66,0.044,NA,27-3-2002,1000,27-3-2002,27-3-2002,Ipsos,27-3-2002,percentage
2573,CU,0.034,NA,27-3-2002,1000,27-3-2002,27-3-2002,Ipsos,27-3-2002,percentage
2574,SGP,0.017,NA,27-3-2002,1000,27-3-2002,27-3-2002,Ipsos,27-3-2002,percentage
2575,LN,0.034,NA,27-3-2002,1000,27-3-2002,27-3-2002,Ipsos,27-3-2002,percentage
2576,CDA,0.203,NA,3-4-2002,1000,3-4-2002,3-4-2002,Ipsos,3-4-2002,percentage
2577,PvdA,0.253,NA,3-4-2002,1000,3-4-2002,3-4-2002,Ipsos,3-4-2002,percentage
2578,VVD,0.179,NA,3-4-2002,1000,3-4-2002,3-4-2002,Ipsos,3-4-2002,percentage
2579,SP,0.043,NA,3-4-2002,1000,3-4-2002,3-4-2002,Ipsos,3-4-2002,percentage
2580,LPF,0.103,NA,3-4-2002,1000,3-4-2002,3-4-2002,Ipsos,3-4-2002,percentage
2581,GL,0.085,NA,3-4-2002,1000,3-4-2002,3-4-2002,Ipsos,3-4-2002,percentage
2582,D66,0.048,NA,3-4-2002,1000,3-4-2002,3-4-2002,Ipsos,3-4-2002,percentage
2583,CU,0.041,NA,3-4-2002,1000,3-4-2002,3-4-2002,Ipsos,3-4-2002,percentage
2584,SGP,0.014,NA,3-4-2002,1000,3-4-2002,3-4-2002,Ipsos,3-4-2002,percentage
2585,LN,0.023,NA,3-4-2002,1000,3-4-2002,3-4-2002,Ipsos,3-4-2002,percentage
2586,PvdA,0.201098849,31,6-4-2002,1000,6-4-2002,6-4-2002,TNS NIPO,6-4-2002,seats
2587,VVD,0.17556556,27,6-4-2002,1000,6-4-2002,6-4-2002,TNS NIPO,6-4-2002,seats
2588,CDA,0.194715527,30,6-4-2002,1000,6-4-2002,6-4-2002,TNS NIPO,6-4-2002,seats
2589,D66,0.03513247,5,6-4-2002,1000,6-4-2002,6-4-2002,TNS NIPO,6-4-2002,seats
2590,GL,0.086199048,13,6-4-2002,1000,6-4-2002,6-4-2002,TNS NIPO,6-4-2002,seats
